Player,Pos,Age,Team,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Guaranteed,Salary 2018-19,Salary 2019-20,Salary 2020-21,Salary 2021-22,Salary 2022-23,Salary 2023-24
Gary Clark,PF,24,Houston Rockets,51,641,9.2,0.48,0.914,0.046,4.1,16.2,10.0,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1.0,0.071,-2.4,0.6,-1.8,0.0,2013724,596872,1416852,1663861,0,0,0
Ian Clark,SG,27,New Orleans Pelicans,60,973,8.3,0.502,0.527,0.09699999999999999,1.4,8.0,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-2.2,-2.9,-5.1,-0.8,1757429,1757429,0,0,0,0,0
Jordan Clarkson,SG,26,Cleveland Cavaliers,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,1.5,-3.5,-2.0,0.0,25937500,12500000,13437500,0,0,0,0
John Collins,PF,21,Atlanta Hawks,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11.0,0.6,1.8,11.2,23.7,5.0,1.0,6.0,0.158,2.6,-1.2,1.4,1.6,4985640,2299080,2686560,4137302,0,0,0
Zach Collins,C,21,Portland Trail Blazers,77,1356,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.10400000000000001,-0.9,1.0,0.1,0.7,7869120,3628920,4240200,5406255,0,0,0
Darren Collison,PG,31,Indiana Pacers,76,2143,16.7,0.574,0.294,0.28800000000000003,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,1.2,0.0,1.2,1.8,10000000,10000000,0,0,0,0,0
Mike Conley,PG,31,Memphis Grizzlies,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2.0,0.9,9.1,27.3,5.7,2.3,8.0,0.16399999999999998,4.8,-1.3,3.4,3.2,30521116,30521116,32511623,34504132,0,0,0
Pat Connaughton,SG,26,Milwaukee Bucks,61,1261,13.6,0.573,0.5710000000000001,0.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,2.0,1.9,3.9,0.149,0.4,1.2,1.6,1.2,3364050,1641000,1723050,0,0,0,0
Quinn Cook,PG,25,Golden State Warriors,74,1059,13.1,0.565,0.456,0.059000000000000004,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.08199999999999999,-0.2,-2.7,-2.9,-0.2,1544951,1544951,0,0,0,0,0
DeMarcus Cousins,C,28,Golden State Warriors,30,771,21.4,0.562,0.256,0.38799999999999996,6.2,27.0,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.2,3.4,3.6,1.1,5337000,5337000,0,0,0,0,0
Robert Covington,SF,28,Minnesota Timberwolves,22,763,14.7,0.58,0.604,0.26899999999999996,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,0.9,0.9,1.8,0.114,1.4,1.6,3.0,1.0,46879127,10464092,11301219,12138345,12975471,0,0
Allen Crabbe,SG,26,Brooklyn Nets,43,1133,7.7,0.519,0.6940000000000001,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-1.9,-0.5,-2.5,-0.1,18500000,18500000,18500000,0,0,0,0
Torrey Craig,SF,28,Denver Nuggets,75,1503,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,0.096,-1.0,0.9,-0.1,0.7,4100000,2000000,2100000,0,0,0,0
Jamal Crawford,SG,38,Phoenix Suns,64,1211,11.7,0.522,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0.0,0.2,0.006,-2.0,-4.1,-6.0,-1.2,0,2393887,0,0,0,0,0
Mitch Creek,SF,26,Brooklyn Nets,4,36,21.5,0.573,0.1,0.7,14.6,14.5,14.6,20.2,1.3,0.0,0.0,15.3,0.2,0.0,0.2,0.258,3.2,0.0,3.2,0.0,94742,94742,0,0,0,0,0
Jae Crowder,SF,28,Utah Jazz,80,2166,12.1,0.5379999999999999,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.09699999999999999,0.0,0.4,0.4,1.3,7305825,7305825,7815533,0,0,0,0
Dante Cunningham,PF,31,San Antonio Spurs,64,928,10.2,0.585,0.41100000000000003,0.114,5.7,16.3,11.0,6.8,1.4,1.2,11.7,8.9,1.0,0.9,1.9,0.09699999999999999,-1.0,0.8,-0.1,0.4,2500000,2500000,0,0,0,0,0
Seth Curry,SG,28,Portland Trail Blazers,74,1399,11.4,0.595,0.54,0.11199999999999999,2.1,6.9,4.6,6.5,1.2,0.7,11.1,16.6,1.5,0.9,2.4,0.08199999999999999,0.5,-1.8,-1.3,0.2,2795000,2795000,0,0,0,0,0
Stephen Curry,PG,30,Golden State Warriors,69,2331,24.4,0.6409999999999999,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.19899999999999998,7.7,-1.4,6.3,4.9,166476240,37457154,40231758,43006362,45780966,0,0
Troy Daniels,SG,27,Phoenix Suns,51,760,9.8,0.5579999999999999,0.705,0.084,1.9,8.9,5.3,5.0,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.0,-3.4,-4.4,-0.5,3258539,3258539,0,0,0,0,0
Anthony Davis,C,25,New Orleans Pelicans,56,1850,30.3,0.597,0.141,0.42200000000000004,9.9,27.5,18.8,19.0,2.2,6.0,8.4,29.5,6.4,3.1,9.5,0.247,4.7,3.9,8.5,4.9,25434263,25434263,27093019,28751775,0,0,0
Deyonta Davis,C,22,Atlanta Hawks,9,118,15.6,0.682,0.045,0.455,8.7,23.7,16.0,5.8,1.2,3.7,10.2,10.1,0.3,0.1,0.4,0.145,-1.7,1.0,-0.7,0.0,196553,196553,1645357,0,0,0,0
Ed Davis,C,29,Brooklyn Nets,81,1446,17.3,0.632,0.006999999999999999,0.536,15.8,34.6,25.2,6.0,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-1.4,1.7,0.4,0.9,4449000,4449000,0,0,0,0,0
Dewayne Dedmon,C,29,Atlanta Hawks,64,1609,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.11900000000000001,-0.4,1.7,1.3,1.3,7200000,7200000,0,0,0,0,0
Sam Dekker,PF,24,Washington Wizards,38,619,13.2,0.514,0.23600000000000002,0.17300000000000001,7.6,12.6,10.1,8.4,2.1,1.0,7.8,16.6,0.4,0.4,0.8,0.059000000000000004,-1.6,-0.9,-2.5,-0.1,2760095,2760095,0,0,0,0,0
Matthew Dellavedova,PG,28,Cleveland Cavaliers,36,715,11.5,0.537,0.534,0.215,0.9,9.9,5.2,31.3,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,0.026000000000000002,-0.8,-4.3,-5.1,-0.6,19215000,9607500,9607500,0,0,0,0
Luol Deng,SF,33,Minnesota Timberwolves,22,392,14.6,0.588,0.373,0.297,5.4,14.6,10.0,6.5,1.8,1.7,9.5,15.8,0.5,0.3,0.8,0.10099999999999999,-0.2,-0.5,-0.6,0.1,2393887,2393887,0,0,0,0,0
DeMar DeRozan,SG,29,San Antonio Spurs,77,2688,19.6,0.542,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,3.6,2.6,6.3,0.11199999999999999,0.4,0.5,0.9,2.0,55479950,27739975,27739975,27739975,0,0,0
Cheick Diallo,PF,22,New Orleans Pelicans,64,896,17.5,0.644,0.015,0.247,8.8,29.3,19.2,5.1,1.5,3.0,14.0,16.0,1.4,1.2,2.6,0.14,-2.1,0.5,-1.6,0.1,1544951,1544951,0,0,0,0,0
Hamidou Diallo,SG,20,Oklahoma City Thunder,51,526,10.1,0.49700000000000005,0.145,0.358,7.2,12.0,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.069,-4.3,-0.3,-4.7,-0.4,2255316,838464,1416852,1663861,0,0,0
Gorgui Dieng,C,29,Minnesota Timberwolves,76,1031,18.1,0.5720000000000001,0.149,0.281,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,1.5,1.3,2.8,0.132,-0.9,1.4,0.5,0.7,48687640,15170787,16229213,17287640,0,0,0
Spencer Dinwiddie,PG,25,Brooklyn Nets,68,1914,16.3,0.58,0.447,0.43,1.4,7.6,4.6,25.6,1.0,0.7,13.4,24.9,3.5,1.4,4.8,0.121,1.9,-2.1,-0.2,0.8,23656092,1656092,10600000,11400000,12300000,0,0
Donte DiVincenzo,SG,22,Milwaukee Bucks,27,411,9.1,0.507,0.669,0.09699999999999999,4.2,11.4,8.0,9.7,1.5,1.2,12.8,15.1,0.0,0.6,0.6,0.069,-1.9,0.1,-1.8,0.0,5386800,2481000,2905800,3044160,4675830,0,0
Luka Dončić,SG,19,Dallas Mavericks,72,2318,19.6,0.545,0.433,0.409,4.0,21.9,13.0,31.6,1.6,0.9,15.0,30.5,2.1,2.8,4.9,0.10099999999999999,2.9,1.2,4.1,3.6,14244000,6560640,7683360,8049360,10174391,0,0
Tyler Dorsey,SG,22,Memphis Grizzlies,21,447,13.1,0.541,0.531,0.2,4.4,13.3,8.8,14.2,0.8,0.2,8.2,20.7,0.4,0.3,0.7,0.073,0.2,-2.3,-2.1,0.0,1378242,1378242,0,0,0,0,0
Damyean Dotson,SG,24,New York Knicks,73,2004,10.8,0.526,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,0.037000000000000005,-0.9,-1.4,-2.3,-0.2,2996762,1378242,1618520,0,0,0,0
Goran Dragić,PG,32,Miami Heat,36,991,13.9,0.517,0.379,0.233,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,0.6,1.0,1.6,0.079,0.1,-1.3,-1.2,0.2,37327075,18109175,19217900,0,0,0,0
Andre Drummond,C,25,Detroit Pistons,79,2647,23.4,0.555,0.036000000000000004,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10.0,0.18100000000000002,-0.7,3.6,2.9,3.3,52527282,25434263,27093019,28751775,0,0,0
Jared Dudley,PF,33,Brooklyn Nets,59,1220,7.8,0.5539999999999999,0.632,0.192,2.9,10.4,6.7,9.2,1.4,1.0,14.2,10.4,0.6,1.2,1.8,0.07,-1.7,1.0,-0.7,0.4,9530000,9530000,0,0,0,0,0
Kris Dunn,PG,24,Chicago Bulls,46,1389,12.4,0.484,0.19,0.136,1.5,13.3,7.3,30.0,2.4,1.3,16.2,20.1,-0.5,1.2,0.6,0.022000000000000002,-2.0,0.3,-1.8,0.1,9569007,4221000,5348007,0,0,0,0
Kevin Durant,SF,30,Golden State Warriors,78,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1.0,2.6,12.3,29.0,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3,30000000,30000000,0,0,0,0,0
Henry Ellenson,PF,22,Detroit Pistons,2,25,14.8,0.551,0.4,0.2,0.0,40.9,19.7,6.2,0.0,0.0,0.0,18.8,0.0,0.0,0.1,0.149,-3.7,-2.9,-6.6,0.0,1857480,1857480,0,0,0,0,0
Henry Ellenson,PF,22,New York Knicks,17,234,12.9,0.536,0.4,0.271,2.2,23.8,12.7,10.0,1.4,0.7,8.6,19.0,0.1,0.2,0.3,0.07,-2.3,-1.4,-3.8,-0.1,427289,427289,0,0,0,0,0
Wayne Ellington,SG,31,Detroit Pistons,28,764,12.5,0.584,0.795,0.121,1.1,7.7,4.3,8.6,1.9,0.3,8.3,17.7,0.9,0.7,1.6,0.102,1.7,-1.1,0.6,0.5,2383076,2383076,0,0,0,0,0
Joel Embiid,C,24,Philadelphia 76ers,64,2154,26.1,0.593,0.21899999999999997,0.541,8.1,34.0,21.4,18.4,1.0,4.4,13.2,33.3,4.9,3.8,8.7,0.19399999999999998,2.0,2.1,4.1,3.3,25467250,25467250,27270000,29290000,31310000,33330000,0
James Ennis,SF,28,Philadelphia 76ers,18,281,9.9,0.51,0.434,0.27699999999999997,8.9,15.4,12.2,6.7,0.5,2.0,10.6,15.5,0.2,0.2,0.4,0.071,-2.0,-1.2,-3.2,-0.1,3504282,1621415,0,0,0,0,0
Jacob Evans,SG,21,Golden State Warriors,30,204,3.5,0.374,0.28300000000000003,0.019,3.3,9.5,6.5,13.7,1.2,1.2,17.1,13.5,-0.3,0.2,-0.1,-0.03,-5.9,-0.9,-6.9,-0.3,3570120,1644240,1925880,2017320,3641263,0,0
Tyreke Evans,SG,29,Indiana Pacers,69,1402,11.5,0.483,0.327,0.242,2.7,13.0,7.9,17.5,2.0,1.1,13.9,26.4,-1.7,2.0,0.3,0.01,-3.1,-0.5,-3.6,-0.6,12400000,12400000,0,0,0,0,0
Dante Exum,PG,23,Utah Jazz,42,664,11.2,0.516,0.257,0.35700000000000004,2.7,8.3,5.5,24.1,1.0,0.6,15.7,21.3,0.2,0.7,1.0,0.069,-2.6,-1.4,-4.0,-0.3,27300000,9600000,9600000,9600000,0,0,0
Kenneth Faried,C,29,Brooklyn Nets,12,118,20.5,0.622,0.11900000000000001,0.381,13.4,25.7,19.6,2.8,0.8,2.7,10.9,19.6,0.2,0.2,0.4,0.168,-2.0,-1.5,-3.5,0.0,13764045,13764045,0,0,0,0,0
Kenneth Faried,C,29,Houston Rockets,25,610,21.8,0.622,0.09,0.37200000000000005,14.6,23.0,18.7,4.9,1.2,2.6,9.4,20.4,1.8,0.7,2.5,0.198,0.1,-0.9,-0.7,0.2,917272,917272,0,0,0,0,0
Derrick Favors,C,27,Utah Jazz,76,1766,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8.0,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.1,3.2,4.3,2.8,16000000,16900000,16900000,0,0,0,0
Cristiano Felício,C,26,Chicago Bulls,60,746,13.4,0.568,0.022000000000000002,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.08800000000000001,-2.5,-1.1,-3.5,-0.3,24156500,8470980,8156500,7529020,0,0,0
Raymond Felton,PG,34,Oklahoma City Thunder,33,379,11.2,0.505,0.452,0.096,1.1,8.4,4.6,18.7,1.2,1.3,9.0,16.6,0.3,0.4,0.7,0.087,-2.3,-1.9,-4.2,-0.2,2393887,2393887,0,0,0,0,0
Terrance Ferguson,SG,20,Oklahoma City Thunder,74,1931,6.4,0.5660000000000001,0.6729999999999999,0.11800000000000001,1.7,6.0,3.8,4.8,1.0,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-1.5,-0.5,-1.9,0.0,4594680,2118840,2475840,3944013,0,0,0
Yogi Ferrell,PG,25,Sacramento Kings,71,1067,12.7,0.55,0.423,0.19,1.2,9.5,5.3,17.0,1.6,0.3,9.5,16.3,1.3,0.6,1.9,0.087,-0.5,-1.8,-2.3,-0.1,6150000,3000000,3150000,0,0,0,0
Dorian Finney-Smith,SF,25,Dallas Mavericks,81,1985,11.0,0.53,0.48100000000000004,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14.0,1.2,2.0,3.3,0.079,-1.0,1.1,0.2,1.1,13544951,1544951,0,0,0,0,0
Bryn Forbes,SG,25,San Antonio Spurs,82,2293,12.0,0.586,0.522,0.099,0.9,10.4,5.7,10.6,1.0,0.1,8.8,17.4,2.5,1.3,3.8,0.079,1.0,-1.7,-0.7,0.7,6000000,3125000,2875000,0,0,0,0
Evan Fournier,SG,26,Orlando Magic,81,2553,12.3,0.536,0.42100000000000004,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,0.8,2.5,3.2,0.061,-0.4,-1.1,-1.5,0.3,34000000,17000000,17000000,17000000,0,0,0
De'Aaron Fox,PG,21,Sacramento Kings,81,2546,18.1,0.544,0.21100000000000002,0.37799999999999995,1.7,10.8,6.2,33.2,2.4,1.5,15.0,24.5,3.2,2.5,5.6,0.106,1.1,0.0,1.1,2.0,11863680,5470920,6392760,8099627,0,0,0
Melvin Frazier,SG,22,Orlando Magic,10,44,1.2,0.33,0.28600000000000003,0.19,7.2,4.9,6.1,3.3,1.1,0.0,4.2,23.5,-0.2,0.0,-0.1,-0.133,-8.4,-4.5,-12.9,-0.1,2466852,1050000,1416852,1663861,0,0,0
Tim Frazier,PG,28,New Orleans Pelicans,47,909,11.6,0.552,0.395,0.21,3.7,11.8,7.8,28.0,1.3,0.4,22.0,12.3,1.1,0.4,1.5,0.081,-0.9,-1.3,-2.2,0.0,1621415,1621415,0,0,0,0,0
Tim Frazier,PG,28,Milwaukee Bucks,12,211,11.8,0.523,0.364,0.19699999999999998,4.6,10.0,7.5,26.0,1.1,0.4,18.2,17.4,0.2,0.3,0.4,0.09699999999999999,-1.7,-1.0,-2.7,0.0,205098,205098,0,0,0,0,0
Jimmer Fredette,SG,29,Phoenix Suns,6,65,3.6,0.348,0.44799999999999995,0.207,1.7,10.4,6.0,17.5,2.2,0.0,13.6,24.2,-0.2,0.0,-0.2,-0.166,-7.6,-3.5,-11.1,-0.1,198580,198580,0,0,0,0,0
Channing Frye,C,35,Cleveland Cavaliers,36,341,8.9,0.524,0.675,0.12,1.2,16.4,8.5,8.6,0.9,1.3,9.5,17.5,0.1,0.0,0.1,0.016,-1.9,-2.9,-4.8,-0.2,2393887,2393887,0,0,0,0,0
Danilo Gallinari,SF,30,Los Angeles Clippers,68,2059,21.0,0.633,0.42100000000000004,0.45899999999999996,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,6.4,1.8,8.2,0.191,4.2,-1.2,2.9,2.6,21587579,21587579,22615559,0,0,0,0
Langston Galloway,SG,27,Detroit Pistons,80,1745,10.7,0.534,0.647,0.16399999999999998,3.0,7.9,5.4,7.3,1.0,0.4,3.7,16.1,2.1,1.3,3.4,0.094,0.2,-1.6,-1.3,0.3,14333333,7000000,7333333,0,0,0,0
Billy Garrett,SG,24,New York Knicks,4,63,9.8,0.452,0.29600000000000004,0.14800000000000002,0.0,5.1,2.5,18.0,0.8,1.3,6.5,20.9,0.0,0.0,0.0,-0.019,-4.0,-4.4,-8.4,-0.1,42634,42634,0,0,0,0,0
Marc Gasol,C,34,Toronto Raptors,26,648,16.0,0.565,0.278,0.278,4.1,24.0,14.3,21.2,1.8,2.9,14.6,16.3,0.9,1.2,2.1,0.157,-0.3,3.5,3.2,0.9,49714725,24119025,25595700,0,0,0,0
Pau Gasol,C,38,San Antonio Spurs,27,330,18.0,0.544,0.114,0.43200000000000005,7.3,34.4,21.0,20.2,0.7,3.6,11.8,15.8,0.6,0.5,1.1,0.16,-1.4,2.8,1.5,0.3,20200000,15100000,5100000,0,0,0,0
Pau Gasol,C,38,Milwaukee Bucks,3,30,1.7,0.29100000000000004,0.5,0.33299999999999996,0.0,31.9,16.9,7.7,0.0,2.8,22.5,12.4,-0.1,0.1,0.0,-0.063,-10.7,1.6,-9.1,-0.1,527467,527467,0,0,0,0,0
Rudy Gay,PF,32,San Antonio Spurs,69,1842,17.5,0.583,0.247,0.19699999999999998,3.8,23.9,13.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.2,0.8,1.0,1.4,38087200,10087200,0,0,0,0,0
Paul George,SF,28,Oklahoma City Thunder,77,2841,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1.0,10.0,29.5,7.0,4.9,11.9,0.201,4.7,0.7,5.5,5.3,30560700,30560700,33005556,35450412,37895268,0,0
Taj Gibson,PF,33,Minnesota Timberwolves,70,1686,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,3.7,1.4,5.1,0.14400000000000002,0.8,0.2,1.0,1.3,14000000,14000000,0,0,0,0,0
Harry Giles,PF,20,Sacramento Kings,58,820,14.4,0.526,0.017,0.261,8.1,20.1,14.0,15.2,1.8,2.3,15.8,23.2,0.0,1.0,1.0,0.055999999999999994,-3.0,0.9,-2.1,0.0,4785840,2207040,2578800,3976510,0,0,0
Shai Gilgeous-Alexander,PG,20,Los Angeles Clippers,82,2174,13.4,0.5539999999999999,0.19399999999999998,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15.0,18.3,1.5,1.9,3.3,0.07400000000000001,-0.6,0.2,-0.3,0.9,3375360,3375360,3952920,4141320,5495532,0,0
Rudy Gobert,C,26,Utah Jazz,81,2577,24.6,0.682,0.0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,2.0,5.1,7.0,5.9,74775281,23241573,25008427,26525281,0,0,0
Aaron Gordon,PF,23,Orlando Magic,78,2633,15.1,0.5379999999999999,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.09300000000000001,-0.2,1.2,1.0,2.0,76000000,21590909,19863636,18136364,16409091,0,0
Eric Gordon,SG,30,Houston Rockets,68,2158,12.2,0.5489999999999999,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22.0,1.7,1.0,2.6,0.059000000000000004,0.0,-2.9,-2.9,-0.5,27558105,13500375,14057730,0,0,0,0
Marcin Gortat,C,34,Los Angeles Clippers,47,751,12.8,0.562,0.0,0.258,9.8,26.5,18.4,12.0,0.4,2.5,19.4,14.4,0.6,0.8,1.4,0.08900000000000001,-2.5,1.4,-1.1,0.2,13565218,13565218,0,0,0,0,0
Devonte' Graham,PG,23,Charlotte Hornets,46,676,10.3,0.45899999999999996,0.56,0.213,1.6,8.6,5.0,24.8,1.7,0.3,11.3,17.0,0.2,0.3,0.5,0.035,-1.6,-2.7,-4.3,-0.4,2405316,988464,1416852,1663861,0,0,0
Treveon Graham,SG,25,Brooklyn Nets,35,715,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,-0.1,0.6,0.5,0.033,-2.8,-0.1,-2.9,-0.2,1512601,1512601,1645357,0,0,0,0
Jerami Grant,PF,24,Oklahoma City Thunder,80,2612,13.8,0.5920000000000001,0.35600000000000004,0.26899999999999996,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4.0,3.3,7.3,0.134,-0.6,0.9,0.3,1.5,8653847,8653847,9346153,9346153,0,0,0
Jerian Grant,PG,26,Orlando Magic,60,939,10.8,0.526,0.5,0.182,2.1,9.1,5.6,22.4,2.3,0.5,17.7,13.4,0.5,1.1,1.7,0.085,-1.9,-0.1,-2.0,0.0,2639314,2639314,0,0,0,0,0
Danny Green,SG,31,Toronto Raptors,80,2216,13.0,0.632,0.69,0.07,3.0,12.2,7.7,7.7,1.6,2.0,10.4,14.1,3.0,2.9,5.9,0.128,1.7,1.2,2.9,2.7,10000000,10000000,0,0,0,0,0
Draymond Green,PF,28,Golden State Warriors,66,2065,12.9,0.526,0.391,0.21600000000000003,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,1.1,3.2,4.3,0.1,-1.4,3.4,2.0,2.1,36008695,17469565,18539130,0,0,0,0
Gerald Green,SG,33,Houston Rockets,73,1473,11.4,0.555,0.763,0.11800000000000001,2.2,11.7,6.8,4.1,1.1,1.6,8.3,19.5,0.9,1.0,1.9,0.061,-0.8,-2.6,-3.4,-0.5,4958640,2393887,0,0,0,0,0
JaMychal Green,PF,28,Los Angeles Clippers,24,471,14.3,0.6,0.488,0.128,7.4,27.3,17.7,4.3,1.2,1.3,11.7,17.6,0.5,0.6,1.1,0.113,-0.4,-1.3,-1.7,0.0,12633667,7866667,0,0,0,0,0
Jeff Green,PF,32,Washington Wizards,77,2097,13.6,0.608,0.466,0.3,2.9,13.3,8.0,9.2,1.0,1.6,11.5,17.8,2.8,0.8,3.6,0.083,0.2,-1.4,-1.2,0.4,2393887,2393887,0,0,0,0,0
Blake Griffin,PF,29,Detroit Pistons,75,2622,21.0,0.581,0.389,0.41,4.0,20.1,11.8,27.1,1.0,0.9,13.8,30.2,5.1,2.9,8.0,0.147,4.2,0.4,4.6,4.4,102919892,32088932,34234964,36595996,38957028,0,0
Daniel Hamilton,SG,23,Atlanta Hawks,19,204,7.1,0.455,0.38299999999999995,0.1,5.0,19.5,12.1,14.5,1.4,0.4,20.3,15.7,-0.2,0.1,-0.1,-0.024,-5.0,-0.9,-5.8,-0.2,1349383,1349383,0,0,0,0,0
Dusty Hannahs,SG,25,Memphis Grizzlies,2,26,4.5,0.311,0.41700000000000004,0.16699999999999998,0.0,4.4,2.2,28.8,1.9,0.0,7.2,23.9,-0.1,0.0,-0.1,-0.125,-7.2,-5.1,-12.2,-0.1,47371,47371,0,0,0,0,0
Tim Hardaway,SG,26,Dallas Mavericks,19,558,11.6,0.514,0.524,0.161,1.4,10.3,5.9,10.9,1.0,0.3,7.7,23.9,0.0,0.4,0.4,0.03,-0.8,-2.5,-3.3,-0.2,35475000,17325000,18150000,18975000,0,0,0
James Harden,PG,29,Houston Rockets,78,2867,30.6,0.616,0.539,0.449,2.5,17.8,10.0,39.5,2.7,1.7,14.5,40.5,11.4,3.8,15.2,0.254,10.5,1.1,11.7,9.9,152903854,30431854,37800000,40824000,43848000,46872000,0
Maurice Harkless,SF,25,Portland Trail Blazers,60,1415,13.2,0.547,0.309,0.188,5.9,14.1,10.1,7.1,2.3,3.0,9.7,13.9,1.5,1.9,3.4,0.114,-0.1,2.3,2.2,1.5,10837079,10837079,11511234,0,0,0,0
Montrezl Harrell,C,25,Los Angeles Clippers,82,2158,23.4,0.636,0.019,0.466,9.3,16.7,13.1,12.5,1.6,4.0,11.0,23.5,6.1,2.6,8.7,0.193,2.6,1.6,4.2,3.4,12000000,6000000,6000000,0,0,0,0
